dataset,name,n,budget,cap_fraction,peak_cap,feasible,method,selected_policy,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,lut_nodes,lut_edges,checkpoint_nodes,expanded_compute_calls,keep_peak_ancilla,keep_score,peak_reduction_vs_keep_pct,score_change_vs_keep_pct,official_ros_fully_reproduced
traditional,truth_n4_35,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,40.0,75.0,77.0,37.0,3.0,4.0,8.0,52.525,3.0,2.0,3.0,6.0,4.0,52.525,0.0,0.0,False
traditional,truth_n4_35,4,line75,0.75,3,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,64.0,119.0,121.0,57.0,1.0,3.0,6.0,77.145,3.0,2.0,0.0,10.0,4.0,52.525,25.0,46.87291765825797,False
traditional,truth_n4_35,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,64.0,119.0,121.0,57.0,1.0,3.0,6.0,77.145,3.0,2.0,0.0,10.0,4.0,52.525,25.0,46.87291765825797,False
traditional,truth_n4_36,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,56.0,103.0,103.0,47.0,1.0,2.0,6.0,66.135,1.0,0.0,0.0,2.0,2.0,66.135,0.0,0.0,False
traditional,truth_n4_36,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,56.0,103.0,103.0,47.0,1.0,2.0,6.0,66.135,1.0,0.0,0.0,2.0,2.0,66.135,0.0,0.0,False
traditional,truth_n4_37,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,56.0,105.0,111.0,55.0,3.0,4.0,8.0,70.415,3.0,2.0,3.0,6.0,4.0,70.415,0.0,0.0,False
traditional,truth_n4_37,4,line75,0.75,3,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,96.0,179.0,189.0,93.0,1.0,3.0,6.0,112.925,3.0,2.0,0.0,10.0,4.0,70.415,25.0,60.37065966058366,False
traditional,truth_n4_37,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,96.0,179.0,189.0,93.0,1.0,3.0,6.0,112.925,3.0,2.0,0.0,10.0,4.0,70.415,25.0,60.37065966058366,False
traditional,truth_n4_38,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,64.0,111.0,113.0,49.0,1.0,3.0,6.0,76.625,1.0,0.0,0.0,2.0,3.0,76.625,0.0,0.0,False
traditional,truth_n4_38,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,64.0,111.0,113.0,49.0,1.0,3.0,6.0,76.625,1.0,0.0,0.0,2.0,3.0,76.625,0.0,0.0,False
traditional,truth_n4_39,4,keep100,1.0,6,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,56.0,111.0,113.0,57.0,5.0,6.0,10.0,74.705,5.0,4.0,5.0,10.0,6.0,74.705,0.0,0.0,False
traditional,truth_n4_39,4,minline,0.0,5.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,120.0,239.0,243.0,123.0,1.0,5.0,6.0,144.435,5.0,4.0,0.0,26.0,6.0,74.705,16.666666666666668,93.34047252526605,False
traditional,truth_n4_4,4,keep100,1.0,5,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,72.0,139.0,143.0,71.0,4.0,5.0,9.0,90.415,4.0,3.0,4.0,8.0,5.0,90.415,0.0,0.0,False
traditional,truth_n4_4,4,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,112.0,227.0,239.0,127.0,1.0,4.0,6.0,133.935,4.0,3.0,0.0,18.0,5.0,90.415,20.0,48.13360614942211,False
traditional,truth_n4_40,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,64.0,115.0,119.0,55.0,3.0,4.0,8.0,78.935,3.0,2.0,3.0,6.0,4.0,78.935,0.0,0.0,False
traditional,truth_n4_40,4,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,3,64.0,115.0,119.0,55.0,3.0,4.0,8.0,78.935,3.0,2.0,3.0,6.0,4.0,78.935,0.0,0.0,False
traditional,truth_n4_41,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,64.0,107.0,109.0,45.0,1.0,3.0,6.0,76.365,1.0,0.0,0.0,2.0,3.0,76.365,0.0,0.0,False
traditional,truth_n4_41,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,64.0,107.0,109.0,45.0,1.0,3.0,6.0,76.365,1.0,0.0,0.0,2.0,3.0,76.365,0.0,0.0,False
traditional,truth_n4_42,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,48.0,93.0,95.0,47.0,3.0,4.0,8.0,61.615,3.0,2.0,3.0,6.0,4.0,61.615,0.0,0.0,False
traditional,truth_n4_42,4,line75,0.75,3,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,80.0,155.0,157.0,77.0,1.0,3.0,6.0,95.325,3.0,2.0,0.0,10.0,4.0,61.615,25.0,54.71070356244421,False
traditional,truth_n4_42,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,80.0,155.0,157.0,77.0,1.0,3.0,6.0,95.325,3.0,2.0,0.0,10.0,4.0,61.615,25.0,54.71070356244421,False
traditional,truth_n4_43,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,56.0,97.0,97.0,41.0,1.0,2.0,6.0,65.745,1.0,0.0,0.0,2.0,2.0,65.745,0.0,0.0,False
traditional,truth_n4_43,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,56.0,97.0,97.0,41.0,1.0,2.0,6.0,65.745,1.0,0.0,0.0,2.0,2.0,65.745,0.0,0.0,False
traditional,truth_n4_44,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,72.0,135.0,141.0,69.0,3.0,4.0,8.0,88.205,3.0,2.0,3.0,6.0,4.0,88.205,0.0,0.0,False
traditional,truth_n4_44,4,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,3,72.0,135.0,141.0,69.0,3.0,4.0,8.0,88.205,3.0,2.0,3.0,6.0,4.0,88.205,0.0,0.0,False
traditional,truth_n4_45,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,40.0,73.0,73.0,33.0,1.0,2.0,6.0,48.345,1.0,0.0,0.0,2.0,2.0,48.345,0.0,0.0,False
traditional,truth_n4_45,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,40.0,73.0,73.0,33.0,1.0,2.0,6.0,48.345,1.0,0.0,0.0,2.0,2.0,48.345,0.0,0.0,False
traditional,truth_n4_46,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,88.0,151.0,153.0,65.0,1.0,3.0,6.0,102.985,1.0,0.0,0.0,2.0,3.0,102.985,0.0,0.0,False
traditional,truth_n4_46,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,88.0,151.0,153.0,65.0,1.0,3.0,6.0,102.985,1.0,0.0,0.0,2.0,3.0,102.985,0.0,0.0,False
traditional,truth_n4_47,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,72.0,129.0,129.0,57.0,1.0,3.0,6.0,85.665,1.0,0.0,0.0,2.0,3.0,85.665,0.0,0.0,False
traditional,truth_n4_47,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,72.0,129.0,129.0,57.0,1.0,3.0,6.0,85.665,1.0,0.0,0.0,2.0,3.0,85.665,0.0,0.0,False
traditional,truth_n4_48,4,keep100,1.0,5,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,40.0,83.0,91.0,51.0,4.0,5.0,9.0,55.195,4.0,3.0,4.0,8.0,5.0,55.195,0.0,0.0,False
traditional,truth_n4_48,4,minline,0.0,5.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,3,40.0,83.0,91.0,51.0,4.0,5.0,9.0,55.195,4.0,3.0,4.0,8.0,5.0,55.195,0.0,0.0,False
traditional,truth_n4_49,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,48.0,87.0,87.0,39.0,1.0,2.0,6.0,57.175,1.0,0.0,0.0,2.0,2.0,57.175,0.0,0.0,False
traditional,truth_n4_49,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,48.0,87.0,87.0,39.0,1.0,2.0,6.0,57.175,1.0,0.0,0.0,2.0,2.0,57.175,0.0,0.0,False
traditional,truth_n4_5,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,48.0,87.0,89.0,41.0,1.0,3.0,6.0,59.225,1.0,0.0,0.0,2.0,3.0,59.225,0.0,0.0,False
traditional,truth_n4_5,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,48.0,87.0,89.0,41.0,1.0,3.0,6.0,59.225,1.0,0.0,0.0,2.0,3.0,59.225,0.0,0.0,False
traditional,truth_n4_50,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,64.0,115.0,117.0,53.0,1.0,2.0,6.0,74.885,1.0,0.0,0.0,2.0,2.0,74.885,0.0,0.0,False
traditional,truth_n4_50,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,64.0,115.0,117.0,53.0,1.0,2.0,6.0,74.885,1.0,0.0,0.0,2.0,2.0,74.885,0.0,0.0,False
traditional,truth_n4_51,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,40.0,69.0,69.0,29.0,1.0,2.0,6.0,48.085,1.0,0.0,0.0,2.0,2.0,48.085,0.0,0.0,False
traditional,truth_n4_51,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,40.0,69.0,69.0,29.0,1.0,2.0,6.0,48.085,1.0,0.0,0.0,2.0,2.0,48.085,0.0,0.0,False
traditional,truth_n4_52,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,56.0,105.0,105.0,49.0,1.0,2.0,6.0,66.265,1.0,0.0,0.0,2.0,2.0,66.265,0.0,0.0,False
traditional,truth_n4_52,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,56.0,105.0,105.0,49.0,1.0,2.0,6.0,66.265,1.0,0.0,0.0,2.0,2.0,66.265,0.0,0.0,False
traditional,truth_n4_53,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,96.0,165.0,165.0,69.0,1.0,3.0,6.0,111.765,1.0,0.0,0.0,2.0,3.0,111.765,0.0,0.0,False
traditional,truth_n4_53,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,96.0,165.0,165.0,69.0,1.0,3.0,6.0,111.765,1.0,0.0,0.0,2.0,3.0,111.765,0.0,0.0,False
traditional,truth_n4_54,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,80.0,137.0,137.0,57.0,1.0,3.0,6.0,94.105,1.0,0.0,0.0,2.0,3.0,94.105,0.0,0.0,False
traditional,truth_n4_54,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,80.0,137.0,137.0,57.0,1.0,3.0,6.0,94.105,1.0,0.0,0.0,2.0,3.0,94.105,0.0,0.0,False
traditional,truth_n4_55,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,72.0,125.0,125.0,53.0,1.0,2.0,6.0,83.405,1.0,0.0,0.0,2.0,2.0,83.405,0.0,0.0,False
traditional,truth_n4_55,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,72.0,125.0,125.0,53.0,1.0,2.0,6.0,83.405,1.0,0.0,0.0,2.0,2.0,83.405,0.0,0.0,False
traditional,truth_n4_56,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,40.0,73.0,75.0,35.0,1.0,2.0,6.0,48.395,1.0,0.0,0.0,2.0,2.0,48.395,0.0,0.0,False
traditional,truth_n4_56,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,40.0,73.0,75.0,35.0,1.0,2.0,6.0,48.395,1.0,0.0,0.0,2.0,2.0,48.395,0.0,0.0,False
traditional,truth_n4_57,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,40.0,75.0,77.0,37.0,1.0,2.0,6.0,48.525,1.0,0.0,0.0,2.0,2.0,48.525,0.0,0.0,False
traditional,truth_n4_57,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,40.0,75.0,77.0,37.0,1.0,2.0,6.0,48.525,1.0,0.0,0.0,2.0,2.0,48.525,0.0,0.0,False
traditional,truth_n4_58,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,64.0,113.0,115.0,51.0,1.0,2.0,6.0,74.755,1.0,0.0,0.0,2.0,2.0,74.755,0.0,0.0,False
traditional,truth_n4_58,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,64.0,113.0,115.0,51.0,1.0,2.0,6.0,74.755,1.0,0.0,0.0,2.0,2.0,74.755,0.0,0.0,False
traditional,truth_n4_59,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,72.0,129.0,131.0,59.0,3.0,4.0,8.0,87.715,3.0,2.0,3.0,6.0,4.0,87.715,0.0,0.0,False
traditional,truth_n4_59,4,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,3,72.0,129.0,131.0,59.0,3.0,4.0,8.0,87.715,3.0,2.0,3.0,6.0,4.0,87.715,0.0,0.0,False
traditional,truth_n4_6,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,64.0,113.0,113.0,49.0,1.0,2.0,6.0,74.705,1.0,0.0,0.0,2.0,2.0,74.705,0.0,0.0,False
traditional,truth_n4_6,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,64.0,113.0,113.0,49.0,1.0,2.0,6.0,74.705,1.0,0.0,0.0,2.0,2.0,74.705,0.0,0.0,False
traditional,truth_n4_60,4,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,80.0,145.0,149.0,69.0,3.0,4.0,8.0,96.725,3.0,2.0,3.0,6.0,4.0,96.725,0.0,0.0,False
traditional,truth_n4_60,4,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,3,80.0,145.0,149.0,69.0,3.0,4.0,8.0,96.725,3.0,2.0,3.0,6.0,4.0,96.725,0.0,0.0,False
traditional,truth_n4_61,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,80.0,135.0,137.0,57.0,1.0,2.0,6.0,92.025,1.0,0.0,0.0,2.0,2.0,92.025,0.0,0.0,False
traditional,truth_n4_61,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,80.0,135.0,137.0,57.0,1.0,2.0,6.0,92.025,1.0,0.0,0.0,2.0,2.0,92.025,0.0,0.0,False
traditional,truth_n4_62,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,56.0,97.0,99.0,43.0,1.0,3.0,6.0,67.795,1.0,0.0,0.0,2.0,3.0,67.795,0.0,0.0,False
traditional,truth_n4_62,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,56.0,97.0,99.0,43.0,1.0,3.0,6.0,67.795,1.0,0.0,0.0,2.0,3.0,67.795,0.0,0.0,False
traditional,truth_n4_63,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,56.0,101.0,101.0,45.0,1.0,3.0,6.0,68.005,1.0,0.0,0.0,2.0,3.0,68.005,0.0,0.0,False
traditional,truth_n4_63,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,56.0,101.0,101.0,45.0,1.0,3.0,6.0,68.005,1.0,0.0,0.0,2.0,3.0,68.005,0.0,0.0,False
traditional,truth_n4_7,4,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,80.0,137.0,137.0,57.0,1.0,3.0,6.0,94.105,1.0,0.0,0.0,2.0,3.0,94.105,0.0,0.0,False
traditional,truth_n4_7,4,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,80.0,137.0,137.0,57.0,1.0,3.0,6.0,94.105,1.0,0.0,0.0,2.0,3.0,94.105,0.0,0.0,False
traditional,truth_n4_8,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,72.0,129.0,131.0,59.0,1.0,2.0,6.0,83.715,1.0,0.0,0.0,2.0,2.0,83.715,0.0,0.0,False
traditional,truth_n4_8,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,72.0,129.0,131.0,59.0,1.0,2.0,6.0,83.715,1.0,0.0,0.0,2.0,2.0,83.715,0.0,0.0,False
traditional,truth_n4_9,4,keep100,1.0,2,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,4,80.0,139.0,141.0,61.0,1.0,2.0,6.0,92.285,1.0,0.0,0.0,2.0,2.0,92.285,0.0,0.0,False
traditional,truth_n4_9,4,minline,0.0,2.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,80.0,139.0,141.0,61.0,1.0,2.0,6.0,92.285,1.0,0.0,0.0,2.0,2.0,92.285,0.0,0.0,False
traditional,truth_n5_0,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,144.0,245.0,247.0,103.0,1.0,3.0,7.0,164.535,1.0,0.0,0.0,2.0,3.0,164.535,0.0,0.0,False
traditional,truth_n5_0,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,144.0,245.0,247.0,103.0,1.0,3.0,7.0,164.535,1.0,0.0,0.0,2.0,3.0,164.535,0.0,0.0,False
traditional,truth_n5_1,5,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,168.0,277.0,277.0,109.0,1.0,4.0,7.0,192.325,1.0,0.0,0.0,2.0,4.0,192.325,0.0,0.0,False
traditional,truth_n5_1,5,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,168.0,277.0,277.0,109.0,1.0,4.0,7.0,192.325,1.0,0.0,0.0,2.0,4.0,192.325,0.0,0.0,False
traditional,truth_n5_10,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,152.0,259.0,259.0,107.0,1.0,3.0,7.0,173.315,1.0,0.0,0.0,2.0,3.0,173.315,0.0,0.0,False
traditional,truth_n5_10,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,152.0,259.0,259.0,107.0,1.0,3.0,7.0,173.315,1.0,0.0,0.0,2.0,3.0,173.315,0.0,0.0,False
traditional,truth_n5_11,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,168.0,281.0,283.0,115.0,1.0,3.0,7.0,190.635,1.0,0.0,0.0,2.0,3.0,190.635,0.0,0.0,False
traditional,truth_n5_11,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,168.0,281.0,283.0,115.0,1.0,3.0,7.0,190.635,1.0,0.0,0.0,2.0,3.0,190.635,0.0,0.0,False
traditional,truth_n5_12,5,keep100,1.0,5,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,4,160.0,281.0,285.0,125.0,3.0,5.0,9.0,186.765,3.0,2.0,3.0,6.0,5.0,186.765,0.0,0.0,False
traditional,truth_n5_12,5,minline,0.0,5.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,4,160.0,281.0,285.0,125.0,3.0,5.0,9.0,186.765,3.0,2.0,3.0,6.0,5.0,186.765,0.0,0.0,False
traditional,truth_n5_13,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,200.0,325.0,325.0,125.0,1.0,3.0,7.0,225.125,1.0,0.0,0.0,2.0,3.0,225.125,0.0,0.0,False
traditional,truth_n5_13,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,200.0,325.0,325.0,125.0,1.0,3.0,7.0,225.125,1.0,0.0,0.0,2.0,3.0,225.125,0.0,0.0,False
traditional,truth_n5_14,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,176.0,289.0,291.0,115.0,1.0,3.0,7.0,199.075,1.0,0.0,0.0,2.0,3.0,199.075,0.0,0.0,False
traditional,truth_n5_14,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,176.0,289.0,291.0,115.0,1.0,3.0,7.0,199.075,1.0,0.0,0.0,2.0,3.0,199.075,0.0,0.0,False
traditional,truth_n5_15,5,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,144.0,241.0,241.0,97.0,1.0,4.0,7.0,166.225,1.0,0.0,0.0,2.0,4.0,166.225,0.0,0.0,False
traditional,truth_n5_15,5,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,144.0,241.0,241.0,97.0,1.0,4.0,7.0,166.225,1.0,0.0,0.0,2.0,4.0,166.225,0.0,0.0,False
traditional,truth_n5_16,5,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,224.0,371.0,371.0,147.0,1.0,4.0,7.0,253.875,1.0,0.0,0.0,2.0,4.0,253.875,0.0,0.0,False
traditional,truth_n5_16,5,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,224.0,371.0,371.0,147.0,1.0,4.0,7.0,253.875,1.0,0.0,0.0,2.0,4.0,253.875,0.0,0.0,False
traditional,truth_n5_17,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,136.0,229.0,229.0,93.0,1.0,3.0,7.0,155.525,1.0,0.0,0.0,2.0,3.0,155.525,0.0,0.0,False
traditional,truth_n5_17,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,136.0,229.0,229.0,93.0,1.0,3.0,7.0,155.525,1.0,0.0,0.0,2.0,3.0,155.525,0.0,0.0,False
traditional,truth_n5_18,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,104.0,175.0,177.0,73.0,1.0,3.0,7.0,120.385,1.0,0.0,0.0,2.0,3.0,120.385,0.0,0.0,False
traditional,truth_n5_18,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,104.0,175.0,177.0,73.0,1.0,3.0,7.0,120.385,1.0,0.0,0.0,2.0,3.0,120.385,0.0,0.0,False
traditional,truth_n5_19,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,144.0,245.0,247.0,103.0,1.0,3.0,7.0,164.535,1.0,0.0,0.0,2.0,3.0,164.535,0.0,0.0,False
traditional,truth_n5_19,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,144.0,245.0,247.0,103.0,1.0,3.0,7.0,164.535,1.0,0.0,0.0,2.0,3.0,164.535,0.0,0.0,False
traditional,truth_n5_2,5,keep100,1.0,5,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,4,168.0,293.0,299.0,131.0,3.0,5.0,9.0,195.515,3.0,2.0,3.0,6.0,5.0,195.515,0.0,0.0,False
traditional,truth_n5_2,5,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,320.0,555.0,565.0,245.0,1.0,4.0,7.0,361.125,3.0,2.0,0.0,10.0,5.0,195.515,20.0,84.70449837608368,False
traditional,truth_n5_20,5,keep100,1.0,7,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,128.0,233.0,241.0,113.0,6.0,7.0,12.0,156.065,6.0,6.0,6.0,12.0,7.0,156.065,0.0,0.0,False
traditional,truth_n5_20,5,minline,0.0,6.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,280.0,515.0,535.0,255.0,2.0,6.0,8.0,323.175,6.0,6.0,1.0,28.0,7.0,156.065,14.285714285714286,107.07717938038638,False
traditional,truth_n5_21,5,keep100,1.0,3,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,152.0,255.0,255.0,103.0,1.0,3.0,7.0,173.055,1.0,0.0,0.0,2.0,3.0,173.055,0.0,0.0,False
traditional,truth_n5_21,5,minline,0.0,3.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,152.0,255.0,255.0,103.0,1.0,3.0,7.0,173.055,1.0,0.0,0.0,2.0,3.0,173.055,0.0,0.0,False
traditional,truth_n5_22,5,keep100,1.0,5,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,4,168.0,291.0,293.0,125.0,3.0,5.0,9.0,195.285,3.0,2.0,3.0,6.0,5.0,195.285,0.0,0.0,False
traditional,truth_n5_22,5,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,4,320.0,551.0,553.0,233.0,1.0,4.0,7.0,360.665,3.0,2.0,0.0,10.0,5.0,195.285,20.0,84.68648385692707,False
traditional,truth_n5_23,5,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,fanout_checkpoint,5,200.0,331.0,331.0,131.0,1.0,4.0,7.0,227.515,1.0,0.0,0.0,2.0,4.0,227.515,0.0,0.0,False
traditional,truth_n5_23,5,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,200.0,331.0,331.0,131.0,1.0,4.0,7.0,227.515,1.0,0.0,0.0,2.0,4.0,227.515,0.0,0.0,False
traditional,truth_n5_24,5,keep100,1.0,8,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,160.0,307.0,311.0,151.0,7.0,8.0,13.0,194.455,7.0,6.0,7.0,14.0,8.0,194.455,0.0,0.0,False
traditional,truth_n5_24,5,line75,0.75,6,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,376.0,727.0,739.0,363.0,1.0,6.0,7.0,431.795,7.0,6.0,0.0,38.0,8.0,194.455,25.0,122.05394564295081,False
traditional,truth_n5_24,5,minline,0.0,6.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,3,376.0,727.0,739.0,363.0,1.0,6.0,7.0,431.795,7.0,6.0,0.0,38.0,8.0,194.455,25.0,122.05394564295081,False
traditional,truth_n5_25,5,keep100,1.0,7,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,128.0,233.0,237.0,109.0,6.0,7.0,12.0,155.965,6.0,5.0,6.0,12.0,7.0,155.965,0.0,0.0,False
traditional,truth_n5_25,5,line75,0.75,5,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,408.0,741.0,751.0,343.0,1.0,5.0,7.0,462.335,6.0,5.0,0.0,34.0,7.0,155.965,28.571428571428573,196.43509761805532,False
